Name,Comment,Likes
svmmerfield,Already preparing 👌,2
"Xenomorph vlogs,n,stuff",<b>duh duuuuuuuh duh duhduh duh duh duh duuu</b>,0
Ash The Collector,Can watch this for hours 🤗🤗🤗,0
Jordi Pascual,LOOK AT ALL THOSE<br>V I S T A S,1
Mr. Bigglesworth,"Why is luke scared? fear is not the jedi way,and it&#39;s also a pathway to the darkside..",0
Unhinged Systems,Goosebumps all over. This looks epic. IMAX here I come!,0
OperationFatGuy,This movie is gonna flop,0
No one,Best trailer ever !!!,0
MEK,Yes!,0
Aaron Underhill,And to think that only 40 years ago I was hoping to buy some <b>POWER CONVERTERS.</b>,288
A,Wait thats luke????,0
Almog Ashkenazi,Ain&#39;t even Star Wars,0
tired pleb,Well looks like we know how leia dies.,0
van durme helgen,Have my ticets for 13 december 🤗,0
tired pleb,Chills.,0
N.O.V.E ENT,who&#39;s here for the 100th time,0
Apostle Paul,WHAT IS THIS IM SO DISAPPOIN...Wait did you actually think I was going to write a triggered paragraph about this well you were wrong dont judge a book by its cover,0
Nils Einheuser,AGAIN !!! <br><br><br><br><br><br>AGAIN ON MY BIRTHDAY :),1
Wiktor,Something truly epic!!!,4
diamond2018 czechia,Nice nice nice  December :-) Hi,0
Jasmine Alvarez,Wow,3
samekwerty,That&#39;s how you take best series ever and make it a trash everybody!!,0
Tankerjo,<b>Spoiler:</b><br><br>In German is the &quot;The&quot; the majority. <br>Please!,0
Kayshar,"<a href=""http://www.youtube.com/results?search_query=%23bringhansoloback"">#bringhansoloback</a>",0
Jamie Maloney,"Did anyone notice that at the end when you see Rey and she says &quot; I need someone to show me my place is all this &quot; , that her face is half light and half dark with the shadowing, a bit like Luke in return of the jedi when he&#39;s torn between the sides of the force.",0
I’m crying in a corner While i count my money,Kylo ren is such a wannabe <br>And I want more Sith Lords not just 2 smh,0
Plague Doctor,WOW 21 mil views in 2 days,0
,<b>SPOILER ALERT</b> Han Solo dies,1
Noah Serbonich,It&#39;s like the third scene with one of the main characters flying down a narrow passage being chased by bad guys.,0
Idek,OH MY GOOOOOOOOD,0
GreenPoi18,Chills that final scene,0
Ethan Henderson,"<a href=""http://www.youtube.com/results?search_query=%23PencilMafia"">#PencilMafia</a>",0
Deluxe Cameron M 101,I wander if Leia dies. Who else does?😭,1
Verano Dulce,👍👏👏👏👏👏🌷😍🎥🌎💫,0
Sham Masta Sham,Sadly I&#39;ll be deployed to Iraq when this comes out :( hopefully I&#39;ll be able to avoid spoilers until I get home!,0
BugleWizard,And they went and ruined the look of the at at,0
EraserBoy180,Can’t wait,0
Joseph Tahdel,Disney killed Star Wars when they had Darth Vader dancing in their themepark. That was when I was no longer interested in anything Star Wars created by Disney.,6
SlamDuncan,I hate sand...,11
holden averett,Asian Jake Paul was better.,0
Pro Dude,Released for one day and has 21 million views <br><br><br><br><br>Wow,0
JPin,WAIT! WHAT?!!!!!!!!!!,0
MAX KRIPINSKI,"I don&#39;t know why a lot of people are saying Disney ruined Star Wars, like I see where you&#39;re coming from, but I don&#39;t think they&#39;ve ruined it yet. Could they after all the planed 12 movies are made, yes, but so far I feel like they are doing a pretty good job",0
TRambo 2013,Carrie fisher died so I wonder what happen in the film,0
Lilysue Jordan,AAAAAHHHH YES REY IM SO EXCITED AHHHHHHHHHHH,0
Pro Pioneer,Generic movie trailer #3282,2
Deli Deluxe,Just went to #2 on trending,0
Señor Clappin,I hope Rey becomes a sith and Kylo is one of the last Jedi. It would then be a story about redemption. That’d be cool,0
Claudio López Rodríguez Claudio López Rodríguez,hola,0
Toxic Lightning,👀👀👀👀,0
Vampire Vlad,"god you guys are pure IDIOTS, the first movie sucked so much and you still have hopes for this one?<br><br>youre are all HOPELESS",0
daffy bitch,Sorry everybody on eminem cypher,0
Thunder Bora,Efsane film geliyor,1
Em Cee,y a l l,0
Games and Colors,Wow 1 day. 21 million views. This is big!,0
hallq,Neil DeGrasse Tyson,0
Riley,How much subs can I get from this comment😊,0
Luciano Cella,"I already now everything about this movie.. Luke dies and Ray is the last Jedi Luke says theres no more Jedi&#39;s because she has to much power to be good, but turns out she is a Jedi. &quot;SHE DOESN&#39;T TURN BAD&quot; its just very good editing.",0
The Noodle,Jar Jar Binks is Snoke don&#39;t @ me,0
Elias Gallegos,It&#39;s even better the second time you see it!,3
Kane K,"The best trailer I&#39;ve ever experienced, the music really stood out to me",0
Kid Cuisine,I CAME WHEN I SAW LIGHT SABER STAR WARS X WING SKYWALKER!!!!!!!!!!!!,0
heyyy,"<a href=""http://www.youtube.com/results?search_query=%23freetanzi"">#freetanzi</a>",0
Tom Bellamy,"Omg. I actually can’t wait,",708
RRCV89,Que asco mas pendejadas feministas xd,0
Gucek001,when trailer is ALREADY boring..,0
Russo,Love it,0
Eoghan Daly,Right how many views is this gonna have by next Wednesday?,0
Inf7cted,All hail the mighty dark side!,1
Clone 13,"Nech žije Star Wars A ozaj kto je tu Slovák len tak sa pýtam,keď je v kategórii #2 trendy.",3
The Everything Podcast,Wish I could have seen “The First Jedi”,0
Alien,I wasn’t feeling it this time mr krabs!,0
Gamer haben Vorrang,"An all die Gamer unter euch, ich würde mich mega freuen wenn Ihr Mal bei mir vorbeischaut . 👌",0
GameBoy,"There is no story line like the old ones, thats just maked to produce profit totaly overused",0
Emily Potter,the star wars theme song is enough to get me hyped.,0
Emily Gales,I want them to be a coupleeeeeeeee,0
Nicole Hourani,I love Star Wars ! So exited for this new movie !!,0
Maria Abbruscato,OMG OMG OMG OMG team kylo ren for life,0
Ben Mac,I love how mark Hamill looks like a full on crack head,0
CukiereK,Who like star wars?,0
The Star Wars Bros,Look at that porg!<br>Are they going to replace Han Solo as Chewie&#39;s co-pilot?,0
Joseph Dy,No del toro?,0
Bruno Gandarilla,😱😍😍😍😍 increible,0
C,Look at all those.. porgs,25
Cam Sam,Where are the transgender characters??,29
Marike lel,I&#39;m crying,0
Darius Regan,who else got chills?,15
Monsser Mo,Hypeeee,0
Fauzan Sha'ari,"So, this is the part where she gonna lose her hand like others..😂😂😂😂😂😂",0
Ricco Canipe,I&#39;m so excited about this Movie coming out real soon! 😁,0
The Mad Kitten,Man<br>Inb4 people call this &quot;The Order Strikes Back,0
Happy63funny,This one looks better! Fingers crossed! You got my force bubbling in anticipation..............,0
Matt,Got HYPE,0
Sean Morgan,Amazing Trailer and JOHN WILLIAMS anyone??  Already got the music in my head.,0
D3mon_Light,Kylo RENs new ship looks fricken lit like if u agree,0
Campbell Gilbert,It looks awesome,0
Henry Thuss Music,How many breakdown vids did you watch?<br><br><br><br><br><br>All of them.,1
Jose Soto,WHAT IS THAT THING NEXT TO CHEWBACA I WANT ONE and I&#39;m not even a fan of star wars lol,0
shallopy,1# on trending,2
cold wind,I never thought Star Wars was a good story.,0
Jam Master Flash Of Swainworld,Rey looks very strong and powerful in the force that she will live forever,0
Golden.Boy,Bring back Jar Jar,0
kexio,OMG IT&#39;S REAL TRAILER AAAAA!,0
furynotes,When you think about it. This sequel makes no sense. That&#39;s why its worse than the prequels.,0
19flyer89,Looks like the same story as the empire strikes back....,0
A L,No thanks,0
Rodrigo Moreira,"hey, thats pretty good",0
the NEORIS,!!!!!!!!!!!!!!!!!!! Crazy !!!!!!!!!! Star Wars is so very very good !,0
dgregory79,&#39;Anakin the GILTH are ugly.&#39;<br>&#39;From my point of view the MILTH are ugly&#39;<br>&#39;Then you are a GIGOLO&#39;,1
Fekin Uhhh,Director:&quot;Alright we need someone in the cockpit to replace Han Solo. It&#39;s gonna be difficult though because he was such a legend. Any ideas&quot;<br>Steve:&quot;S P A C E P E N G U I N&quot;<br>Director:&quot;Good enough&quot;,1
Ali Makaveli Da 7th Sign,<b>Plot Twist: Chewie turns to the dark side</b>,0
Emely Mühlbach,Omg im soo exited,0
Alex Sommer,"Snoke is talking about Rey in the beginning, not Kylo. just wait",0
MUN TIE,21 million views in 1 day,0
Ganta Kanata,Honestly all i care about is the black guy,0
KPhil,Oof,0
Killer Beast,Cant wait for the film,0
MUN TIE,When Star Wars breaks the Internet,0
LallyJ,Who else is looking forward to this?,0
John Clark,Finn looks awesome,0
Barnabas Szalontai,Thumbs up if your excited👍,0
Opera,Litty,0
Barnabas Szalontai,WOW,0
yragcom1,SPOILER ALERT: Finn recovers.,128
Phil ipp,This is Not a Star Wars,0
Henrique Simões,"Rey,don&#39;t do it, please",0
PIMPNITE,Hype,841
fufu äijä,Nice trailer i like☺️,0
Soda_84,Now she is un ultra super mary sue unlimited god power,0
qleverone,"Are you guys kidding me!? This trailer is a cluster of awesomeness and such an anticipation builder that is full of both, emotion and action. It looks amazing",0
Genocide,AND STILL STORM TROOPERS  SHOOT LIKE SH!T XD,0
Potato Gaming,Can&#39;t wait to see the full movie,0
ROMAN S,I sure hope the movie goes for three hours long,0
Christopher Marroquin,I want a shift. I want a change. I want something different. I want Rey to switch to the dark side. And kylo go back to the light side. I would truly want kylo and Rey to team up and kill Luke and Snooke. Become like the twins in The Old Republic that push the both the sith and jedi to the brink of annihilation . I want a twist that defeats empire strikes back. I dont want a “i am your father” I WANT SOMETHING THAT PUSHES THE VERY FABRIC OF THE STAR WARS UNIVERSE. I WANT WHAT WE COULD FIND IN THE EXTENDED UNIVERSE.....I just dont want a reboot of episode V.,0
Cenk Aydın,Buraya bu yorumu bırakayımda belki değerlenir,1
Eny Carlos,This is last film?,0
Funk Masta Nicky,When that first music kicks in...chills...pure goosebumps,0
Jesse James,How is luke gonna talk more in this trailer than the first movie,0
Master Yoda,"I think that Rey is gonna be pushed by Snoke to the dark side at the end of the movie. Luke will try to teach her before that but he will fail, she will be too powerfull and that one more thing which scared Luke is perhaps a key for Snoke when hes saying in the trailer &quot;beyond that, something truly special&quot;. I believe that Snoke is speaking to Rey, not Kylo at that moment. Half trained Rey gonna sense that her friends are in trouble, she will fly to rescue them but will fail and Snoke will get her and turn to the dark side. Kylo on the other hand could become in this movie someone in the middle, &quot;balanced&quot;. He will not kill his mother, hes gonna be messed up inside his head whole movie ending between dark and light.",0
MrLeafBeef,I hope they bring back the remains of the B1 battle droids or what&#39;s left of the CIS. That would make it interesting....,2
Michael Psyche,Justice League and The Last Jedi will be good. <br>Justice League&#39;s though!,0
James Evans,Cannot wait,0
Old Account,No Spock?,0
Nathan Laporte,i wish we get to know snokes identity,0
Watcher 693,"Source is the force. It&#39;s real They don&#39;t want any of us to tap into that fully. They know we are all capable of love vibrations. When you get that in you and you learn to harness it, they can&#39;t can&#39;t control. They know this about all of us and don&#39;t  want us to know. These movies are trying to sell on us that&#39;s it&#39;s elusive to special people. It&#39;s not. They buried it deep and it&#39;s a simple truth. Love and light inside you through mediation and activating the pineal gland and the medulla is very powerful for us. Everything is frequency and vibration. 528hz. Look into it and Tesla. Don&#39;t be deceived by dark Hollywood. They said it the first movie Disney made for Star Wars.  &quot;there has been an awakening &quot;. There has and the dark ones know this. <br>By the way Luke would never say something scared him. Fear is the dark side. &quot;Fear leads to anger, anger leads to hate, hate leads to the dark side&quot;.  In life there are two main emotions. .......Love or fear.  If you are strong in love you fear nothing. It&#39;s that simple guys. Dark fears love.",0
Mia Skywalker,#1 on trending,1
Roberto Santiago,Palpatine screech can be heard at 0.29,0
POD Squad,i hate star wars laser gun beam,0
Walter Levesque,Oh my god! Oh my god! Oh my god! Oh my god! Oh my god! Oh my god! Oh my god! Awesome trailer. Which of course always means good movie. Right?,0
Daniel Lujan,Kylo and Rey are going to fall in love I bet.,0
Emre,Türkler ses verin,55
Katie Aamold,Looks better than TFA hope it&#39;s not a reboot of Empire.,2
RandomDrawerGirl RDG,REYLO,27
Felipe D,"I Sense a pervesion in the force ! They Will kill the old characters and replace for the New one&#39;s ! Only for the money, stand to gloryfinden and legends ! That is sick !",0
EVOLICIOUS,"So Kylo kills Leia, Luke once again neglects good jedi training to Rey, Rey joins Kylo to the dark side, Finn fights Captain Phasma again, Chewbacca gets a pet, Poe is still not the best fighter pilot in the galaxy, and snoke is still as ugly as jar-jar. <br>Usually the second film in every star wars series is the best one. <br>I guess Star Wars: Suicide Squad...errrr...Rogue One was technically the second film, and definitely the best so far in the series.",0
Cryptic,#2 Trending boysss,0
Disco Crisis,"AT-AT battle, Rebel base on an ice planet, old hermit Jedi training young pupil, said pupil confronts Sith Lord....how is this not just Empire Strikes Back again?",0
GlowingEagle,Star Wars is dumb. Let the controversy begin.,0
Food Awesomness,I had goose bumps! WOW.  Speechless.,0
ree landen,What a tease! 😍,0
Ill Crimson Ill,SPOILER ALERT<br><br><br><br><br><br><br><br>REY JOINS THE DARK SIDE,0
Napoleone Bonaparte,Fantastico,0
Francois Taljaard,Yez,0
D Grdst,So luke and Leia kissed what do u think the modern kids rylo would do,0
David hart,Those Porgs better be friggin necessary.,0
Romero Giovanni,It was good but it spoiled everything leia will die kylo ten and ren join forces too much,0
xeraliZe,Star Wars: The Last SJW <br>...Hope is the only thing that remains.,0
DavidNAllie,Sub to me for star wars,0
D Grdst,The ending had it killing,0
Hey_ SkaterXD,This looks epic,0
7thSmurf,and THEN there will be generations growing up thinking that DISNEY always made star wars. .. good grief..,0
Moaied,People who dislike the vid join the dark side,0
Derin Şeyranlı,😱😱😱😱😱😱😱😱,0
BreckzTv,Wer Liebt Star wars like❤️😍,0
matigotówka,Witam Polaków którzy odwiedzają kartę Na czasie ;-),1
Sniperhead McChickenNugget,"For the record if you are an embarrassment of the Star Wars community that actually ships Rey and Kylo Ren together, you are one of the reasons that humanity is garbage, and you should feel ashamed to want such an outright moronic idea. It makes me mad.",0
DJ Dave,"Looking at the still of ren in the factory, I&#39;m pretty sure the walkers are the empire era AT&#39;s and ST&#39;s. They don&#39;t look like the new ones.",0
ACunitix,Whats the music in the end?,0
cole,"<a href=""http://www.youtube.com/results?search_query=%23starwarshype"">#starwarshype</a>",50
Lidux :,Wow,2
c9house,Find the baby AT-AT!,0
Andie Skywalker,IS REY GONNA JOIN THE DARK SIDE???!?!??!,0
FMN-TRADER,Ballon dor 2017 auf mein Kanal schaut mal rein raus,0
Rohan Sharma,Whar does the last shot means? is she going dark side?,0
Tommy,No starkiller base 2? You disappoint me...,0
Eden Gilliam,I first saw this at 40.000 views... that was last night...,0
CptDieHard,"Ugh, I gave up on these long ago.",0
Keke Kaakkuri,Dont look at this videos desc,1
Burgers Pickles,楽しみすぎるぞー😍😍😍,0
Eli,Krasser scheiß,1
SebasIUTU,❤👌,0
devilpupbear09,they&#39;re still fighting the empire? thought they all died when that space ball blew up.,0
